Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	File Offset (s)	Begin Path
1	Spectrogram 1	1	68.686058695	68.731154784	2012.9	2340.7	LAGCHIMU_20191108_210000_5min_cut.wav	68.6861	C:\Users\JORGE\Documents\Asistencia CIN\Proyecto Agalychnis Lemur\New folder\Lemur_files_1\LAGCHIMU_20191108_210000_5min_cut.wav
1	Selection Spectrum 1	1	68.686058695	68.731154784	2012.9	2340.7	LAGCHIMU_20191108_210000_5min_cut.wav	68.6861	C:\Users\JORGE\Documents\Asistencia CIN\Proyecto Agalychnis Lemur\New folder\Lemur_files_1\LAGCHIMU_20191108_210000_5min_cut.wav
2	Spectrogram 1	1	78.796885833	78.833782633	2073.5	2352.7	LAGCHIMU_20191108_210000_5min_cut.wav	78.7969	C:\Users\JORGE\Documents\Asistencia CIN\Proyecto Agalychnis Lemur\New folder\Lemur_files_1\LAGCHIMU_20191108_210000_5min_cut.wav
2	Selection Spectrum 1	1	78.796885833	78.833782633	2073.5	2352.7	LAGCHIMU_20191108_210000_5min_cut.wav	78.7969	C:\Users\JORGE\Documents\Asistencia CIN\Proyecto Agalychnis Lemur\New folder\Lemur_files_1\LAGCHIMU_20191108_210000_5min_cut.wav
3	Spectrogram 1	1	83.613968059	83.663163792	2049.0	2456.4	LAGCHIMU_20191108_210000_5min_cut.wav	83.6140	C:\Users\JORGE\Documents\Asistencia CIN\Proyecto Agalychnis Lemur\New folder\Lemur_files_1\LAGCHIMU_20191108_210000_5min_cut.wav
3	Selection Spectrum 1	1	83.613968059	83.663163792	2049.0	2456.4	LAGCHIMU_20191108_210000_5min_cut.wav	83.6140	C:\Users\JORGE\Documents\Asistencia CIN\Proyecto Agalychnis Lemur\New folder\Lemur_files_1\LAGCHIMU_20191108_210000_5min_cut.wav
4	Spectrogram 1	1	91.140209058	91.193504436	2159.9	2567.3	LAGCHIMU_20191108_210000_5min_cut.wav	91.1402	C:\Users\JORGE\Documents\Asistencia CIN\Proyecto Agalychnis Lemur\New folder\Lemur_files_1\LAGCHIMU_20191108_210000_5min_cut.wav
4	Selection Spectrum 1	1	91.140209058	91.193504436	2159.9	2567.3	LAGCHIMU_20191108_210000_5min_cut.wav	91.1402	C:\Users\JORGE\Documents\Asistencia CIN\Proyecto Agalychnis Lemur\New folder\Lemur_files_1\LAGCHIMU_20191108_210000_5min_cut.wav
5	Spectrogram 1	1	92.685775014	92.739070392	2106.9	2405.8	LAGCHIMU_20191108_210000_5min_cut.wav	92.6858	C:\Users\JORGE\Documents\Asistencia CIN\Proyecto Agalychnis Lemur\New folder\Lemur_files_1\LAGCHIMU_20191108_210000_5min_cut.wav
5	Selection Spectrum 1	1	92.685775014	92.739070392	2106.9	2405.8	LAGCHIMU_20191108_210000_5min_cut.wav	92.6858	C:\Users\JORGE\Documents\Asistencia CIN\Proyecto Agalychnis Lemur\New folder\Lemur_files_1\LAGCHIMU_20191108_210000_5min_cut.wav
